country,year,pop,island,month,Totalamount
any,1996,1,MAUI CTY,Oct,171638.06
any,1996,1,MAUI CTY,Nov,179685.11
any,1996,1,MAUI CTY,Dec,181358.74
any,1996,1,MAUI,Jan,185330.71
any,1996,1,MAUI,Feb,202538.60
any,1996,1,MAUI,Mar,197882.77
any,1996,1,MAUI,Apr,180106.26
any,1996,1,MAUI,May,175470.12
any,1996,1,MAUI,Jun,189274.24
any,1996,1,MAUI,Jul,232662.05
any,1996,1,MAUI,Aug,211022.05
any,1996,1,MAUI,Sep,167483.54
any,1996,1,MAUI,Oct,167528.63
any,1996,1,MAUI,Nov,175177.14
any,1996,1,MAUI,Dec,175978.10
any,1996,1,MOLOKA'I,Jan,8874.00
any,1996,1,MOLOKA'I,Feb,7329.31
any,1996,1,MOLOKA'I,Mar,6744.63
any,1996,1,MOLOKA'I,Apr,5387.86
any,1996,1,MOLOKA'I,May,6416.85
any,1996,1,MOLOKA'I,Jun,6271.47
any,1996,1,MOLOKA'I,Jul,6351.85
any,1996,1,MOLOKA'I,Aug,5664.23
any,1996,1,MOLOKA'I,Sep,4913.81
any,1996,1,MOLOKA'I,Oct,6109.21
any,1996,1,MOLOKA'I,Nov,5558.04
any,1996,1,MOLOKA'I,Dec,7848.53
any,1996,1,LĀNA'I,Jan,9052.53
any,1996,1,LĀNA'I,Feb,9184.74
any,1996,1,LĀNA'I,Mar,7878.91
any,1996,1,LĀNA'I,Apr,7759.92
any,1996,1,LĀNA'I,May,7486.15
any,1996,1,LĀNA'I,Jun,8342.96
any,1996,1,LĀNA'I,Jul,6524.10
any,1996,1,LĀNA'I,Aug,8287.97
any,1996,1,LĀNA'I,Sep,6465.67
any,1996,1,LĀNA'I,Oct,8823.03
any,1996,1,LĀNA'I,Nov,6983.90
any,1996,1,LĀNA'I,Dec,7501.89
any,1996,1,KAUA'I,Jan,75984.79
any,1996,1,KAUA'I,Feb,73686.03
any,1996,1,KAUA'I,Mar,78704.94
any,1996,1,KAUA'I,Apr,75393.14
any,1996,1,KAUA'I,May,82837.73
any,1996,1,KAUA'I,Jun,87229.40
any,1996,1,KAUA'I,Jul,93231.12
any,1996,1,KAUA'I,Aug,87533.11
any,1996,1,KAUA'I,Sep,72230.26
any,1996,1,KAUA'I,Oct,101072.99
any,1996,1,KAUA'I,Nov,75716.82
any,1996,1,KAUA'I,Dec,71816.00
any,1996,1,HAWAI'I ISLAND,Jan,86234.99
any,1996,1,HAWAI'I ISLAND,Feb,92136.99
any,1996,1,HAWAI'I ISLAND,Mar,92972.42
any,1996,1,HAWAI'I ISLAND,Apr,76406.74
any,1996,1,HAWAI'I ISLAND,May,92845.12
any,1996,1,HAWAI'I ISLAND,Jun,115098.88
any,1996,1,HAWAI'I ISLAND,Jul,111869.76
any,1996,1,HAWAI'I ISLAND,Aug,111898.80
any,1996,1,HAWAI'I ISLAND,Sep,86244.89
any,1996,1,HAWAI'I ISLAND,Oct,99136.45
any,1996,1,HAWAI'I ISLAND,Nov,95846.58
any,1996,1,HAWAI'I ISLAND,Dec,103008.18
any,1996,1,HILO,Jan,29098.79
any,1996,1,HILO,Feb,28909.89
any,1996,1,HILO,Mar,28331.55
any,1996,1,HILO,Apr,23633.33
any,1996,1,HILO,May,36628.12
any,1996,1,HILO,Jun,30132.85
any,1996,1,HILO,Jul,40351.04
any,1996,1,HILO,Aug,36611.49
any,1996,1,HILO,Sep,31664.00
any,1996,1,HILO,Oct,30364.89
any,1996,1,HILO,Nov,27244.65
any,1996,1,HILO,Dec,32074.87
any,1996,1,KONA,Jan,71310.06
any,1996,1,KONA,Feb,79557.64
any,1996,1,KONA,Mar,79804.35
any,1996,1,KONA,Apr,65751.69
any,1996,1,KONA,May,71787.24
any,1996,1,KONA,Jun,101849.13
any,1996,1,KONA,Jul,91281.38
any,1996,1,KONA,Aug,95695.97
any,1996,1,KONA,Sep,68670.93
any,1996,1,KONA,Oct,84263.66
any,1996,1,KONA,Nov,84803.86
any,1996,1,KONA,Dec,90399.59
any,1997,1,O'AHU,Jan,381346.69
any,1997,1,O'AHU,Feb,401145.75
any,1997,1,O'AHU,Mar,433629.04
any,1997,1,O'AHU,Apr,373225.13
any,1997,1,O'AHU,May,380859.10
any,1997,1,O'AHU,Jun,414092.95
any,1997,1,O'AHU,Jul,456421.68
any,1997,1,O'AHU,Aug,450403.34
any,1997,1,O'AHU,Sep,405095.06
any,1997,1,O'AHU,Oct,386991.28
any,1997,1,O'AHU,Nov,376457.36
any,1997,1,O'AHU,Dec,415944.12
any,1997,1,MAUI CTY,Jan,185006.13
any,1997,1,MAUI CTY,Feb,191491.05
any,1997,1,MAUI CTY,Mar,220111.82
any,1997,1,MAUI CTY,Apr,196093.76
any,1997,1,MAUI CTY,May,176271.55
any,1997,1,MAUI CTY,Jun,197125.46
any,1997,1,MAUI CTY,Jul,227782.15
any,1997,1,MAUI CTY,Aug,211425.70
any,1997,1,MAUI CTY,Sep,166164.07
any,1997,1,MAUI CTY,Oct,194601.44
any,1997,1,MAUI CTY,Nov,181048.48
any,1997,1,MAUI CTY,Dec,183262.81
any,1997,1,MAUI,Jan,178782.86
any,1997,1,MAUI,Feb,185001.53
any,1997,1,MAUI,Mar,213427.00
any,1997,1,MAUI,Apr,189073.95
any,1997,1,MAUI,May,165752.85
any,1997,1,MAUI,Jun,192694.39
any,1997,1,MAUI,Jul,222216.43
any,1997,1,MAUI,Aug,207554.91
any,1997,1,MAUI,Sep,163000.79
any,1997,1,MAUI,Oct,189133.98
any,1997,1,MAUI,Nov,176785.26
any,1997,1,MAUI,Dec,177496.72
any,1997,1,MOLOKA'I,Jan,8085.55
any,1997,1,MOLOKA'I,Feb,7424.27
any,1997,1,MOLOKA'I,Mar,7615.72
any,1997,1,MOLOKA'I,Apr,7270.87
any,1997,1,MOLOKA'I,May,9162.96
any,1997,1,MOLOKA'I,Jun,6178.94
any,1997,1,MOLOKA'I,Jul,6228.37
any,1997,1,MOLOKA'I,Aug,4721.70
any,1997,1,MOLOKA'I,Sep,5706.26
any,1997,1,MOLOKA'I,Oct,5661.97
any,1997,1,MOLOKA'I,Nov,6183.21
any,1997,1,MOLOKA'I,Dec,5681.76
any,1997,1,LĀNA'I,Jan,9551.49
any,1997,1,LĀNA'I,Feb,10322.01
any,1997,1,LĀNA'I,Mar,10891.47
any,1997,1,LĀNA'I,Apr,11657.24
any,1997,1,LĀNA'I,May,9278.14
any,1997,1,LĀNA'I,Jun,8668.87
any,1997,1,LĀNA'I,Jul,8892.97
any,1997,1,LĀNA'I,Aug,6795.15
any,1997,1,LĀNA'I,Sep,6684.59
any,1997,1,LĀNA'I,Oct,9224.98
any,1997,1,LĀNA'I,Nov,6479.14
any,1997,1,LĀNA'I,Dec,7589.77
any,1997,1,KAUA'I,Jan,73168.05
any,1997,1,KAUA'I,Feb,74549.83
any,1997,1,KAUA'I,Mar,86564.74
any,1997,1,KAUA'I,Apr,97084.48
any,1997,1,KAUA'I,May,80464.64
any,1997,1,KAUA'I,Jun,88850.97
any,1997,1,KAUA'I,Jul,89629.97
any,1997,1,KAUA'I,Aug,89072.43
any,1997,1,KAUA'I,Sep,77153.54
any,1997,1,KAUA'I,Oct,82393.81
any,1997,1,KAUA'I,Nov,76687.67
any,1997,1,KAUA'I,Dec,81466.59
any,1997,1,HAWAI'I ISLAND,Jan,102236.83
any,1997,1,HAWAI'I ISLAND,Feb,110519.17
any,1997,1,HAWAI'I ISLAND,Mar,115807.40
any,1997,1,HAWAI'I ISLAND,Apr,97991.15
any,1997,1,HAWAI'I ISLAND,May,88276.96
any,1997,1,HAWAI'I ISLAND,Jun,92350.10
any,1997,1,HAWAI'I ISLAND,Jul,112017.23
any,1997,1,HAWAI'I ISLAND,Aug,120100.36
any,1997,1,HAWAI'I ISLAND,Sep,73554.02
any,1997,1,HAWAI'I ISLAND,Oct,97671.11
any,1997,1,HAWAI'I ISLAND,Nov,92452.50
any,1997,1,HAWAI'I ISLAND,Dec,102104.15
any,1997,1,HILO,Jan,29955.61
any,1997,1,HILO,Feb,32644.08
any,1997,1,HILO,Mar,38726.00
any,1997,1,HILO,Apr,33202.93
any,1997,1,HILO,May,34244.72
any,1997,1,HILO,Jun,26545.46
any,1997,1,HILO,Jul,32139.17
any,1997,1,HILO,Aug,35957.65
any,1997,1,HILO,Sep,24817.73
any,1997,1,HILO,Oct,34613.36
any,1997,1,HILO,Nov,27628.80
any,1997,1,HILO,Dec,28601.64
any,1997,1,KONA,Jan,90850.78
any,1997,1,KONA,Feb,95375.35
any,1997,1,KONA,Mar,98985.98
any,1997,1,KONA,Apr,82452.28
any,1997,1,KONA,May,71297.19
any,1997,1,KONA,Jun,80533.97
any,1997,1,KONA,Jul,96837.18
any,1997,1,KONA,Aug,101102.49
any,1997,1,KONA,Sep,61554.46
any,1997,1,KONA,Oct,78160.44
any,1997,1,KONA,Nov,80594.96
any,1997,1,KONA,Dec,87067.73
any,1998,1,O'AHU,Jan,388518.58
any,1998,1,O'AHU,Feb,382939.63
any,1998,1,O'AHU,Mar,392837.98
any,1998,1,O'AHU,Apr,361311.17
any,1998,1,O'AHU,May,356711.95
any,1998,1,O'AHU,Jun,388100.28
any,1998,1,O'AHU,Jul,439223.36
any,1998,1,O'AHU,Aug,418598.87
any,1998,1,O'AHU,Sep,371064.07
any,1998,1,O'AHU,Oct,351449.44
any,1998,1,O'AHU,Nov,355801.30
any,1998,1,O'AHU,Dec,395277.25
any,1998,1,MAUI CTY,Jan,182710.69
any,1998,1,MAUI CTY,Feb,195793.43
any,1998,1,MAUI CTY,Mar,210893.28
any,1998,1,MAUI CTY,Apr,204786.30
any,1998,1,MAUI CTY,May,184150.62
any,1998,1,MAUI CTY,Jun,195298.84
any,1998,1,MAUI CTY,Jul,208998.24
any,1998,1,MAUI CTY,Aug,204970.35
any,1998,1,MAUI CTY,Sep,165025.86
any,1998,1,MAUI CTY,Oct,186777.22
any,1998,1,MAUI CTY,Nov,175265.42
any,1998,1,MAUI CTY,Dec,189444.69
any,1998,1,MAUI,Jan,176903.74
any,1998,1,MAUI,Feb,187939.51
any,1998,1,MAUI,Mar,204206.24
any,1998,1,MAUI,Apr,200098.08
any,1998,1,MAUI,May,180249.66
any,1998,1,MAUI,Jun,191719.16
any,1998,1,MAUI,Jul,204188.20
any,1998,1,MAUI,Aug,200915.89
any,1998,1,MAUI,Sep,161407.58
any,1998,1,MAUI,Oct,182391.77
any,1998,1,MAUI,Nov,170065.31
any,1998,1,MAUI,Dec,183826.88
any,1998,1,MOLOKA'I,Jan,7085.64
any,1998,1,MOLOKA'I,Feb,7996.95
any,1998,1,MOLOKA'I,Mar,7061.16
any,1998,1,MOLOKA'I,Apr,5744.28
any,1998,1,MOLOKA'I,May,6808.59
any,1998,1,MOLOKA'I,Jun,5356.37
any,1998,1,MOLOKA'I,Jul,5740.66
any,1998,1,MOLOKA'I,Aug,5031.01
any,1998,1,MOLOKA'I,Sep,4735.29
any,1998,1,MOLOKA'I,Oct,6197.18
any,1998,1,MOLOKA'I,Nov,6323.71
any,1998,1,MOLOKA'I,Dec,7164.10
any,1998,1,LĀNA'I,Jan,8260.67
any,1998,1,LĀNA'I,Feb,9572.51
any,1998,1,LĀNA'I,Mar,10233.65
any,1998,1,LĀNA'I,Apr,7773.95
any,1998,1,LĀNA'I,May,7893.72
any,1998,1,LĀNA'I,Jun,5847.68
any,1998,1,LĀNA'I,Jul,7541.94
any,1998,1,LĀNA'I,Aug,7005.75
any,1998,1,LĀNA'I,Sep,7284.82
any,1998,1,LĀNA'I,Oct,8745.82
any,1998,1,LĀNA'I,Nov,8219.87
any,1998,1,LĀNA'I,Dec,9053.33
any,1998,1,KAUA'I,Jan,74767.86
any,1998,1,KAUA'I,Feb,82890.08
any,1998,1,KAUA'I,Mar,91661.42
any,1998,1,KAUA'I,Apr,90300.76
any,1998,1,KAUA'I,May,92272.44
any,1998,1,KAUA'I,Jun,97335.10
any,1998,1,KAUA'I,Jul,102066.02
any,1998,1,KAUA'I,Aug,95100.71
any,1998,1,KAUA'I,Sep,86650.55
any,1998,1,KAUA'I,Oct,95458.39
any,1998,1,KAUA'I,Nov,83517.43
any,1998,1,KAUA'I,Dec,86378.82
any,1998,1,HAWAI'I ISLAND,Jan,112386.62
any,1998,1,HAWAI'I ISLAND,Feb,125136.21
any,1998,1,HAWAI'I ISLAND,Mar,119166.16
any,1998,1,HAWAI'I ISLAND,Apr,104532.11
any,1998,1,HAWAI'I ISLAND,May,106871.84
any,1998,1,HAWAI'I ISLAND,Jun,107043.36
any,1998,1,HAWAI'I ISLAND,Jul,118565.99
any,1998,1,HAWAI'I ISLAND,Aug,117961.89
any,1998,1,HAWAI'I ISLAND,Sep,100660.75
any,1998,1,HAWAI'I ISLAND,Oct,108503.82
any,1998,1,HAWAI'I ISLAND,Nov,104021.53
any,1998,1,HAWAI'I ISLAND,Dec,115917.22
any,1998,1,HILO,Jan,32970.70
any,1998,1,HILO,Feb,38106.58
any,1998,1,HILO,Mar,35727.83
any,1998,1,HILO,Apr,32395.69
any,1998,1,HILO,May,35693.37
any,1998,1,HILO,Jun,33211.40
any,1998,1,HILO,Jul,35920.25
any,1998,1,HILO,Aug,31161.28
any,1998,1,HILO,Sep,30963.00
any,1998,1,HILO,Oct,35635.42
any,1998,1,HILO,Nov,34485.20
any,1998,1,HILO,Dec,37663.87
any,1998,1,KONA,Jan,96522.54
any,1998,1,KONA,Feb,107298.83
any,1998,1,KONA,Mar,100813.25
any,1998,1,KONA,Apr,88198.75
any,1998,1,KONA,May,90436.63
any,1998,1,KONA,Jun,90237.59
any,1998,1,KONA,Jul,100277.57
any,1998,1,KONA,Aug,102707.61
any,1998,1,KONA,Sep,83982.91
any,1998,1,KONA,Oct,93124.16
any,1998,1,KONA,Nov,87366.95
any,1998,1,KONA,Dec,97026.61
any,1999,1,O'AHU,Jan,355080.39
any,1999,1,O'AHU,Feb,376176.43
any,1999,1,O'AHU,Mar,392906.08
any,1999,1,O'AHU,Apr,345482.26
any,1999,1,O'AHU,May,342431.82
any,1999,1,O'AHU,Jun,392014.38
any,1999,1,O'AHU,Jul,438001.10
any,1999,1,O'AHU,Aug,427390.22
any,1999,1,O'AHU,Sep,381744.91
any,1999,1,O'AHU,Oct,377566.99
any,1999,1,O'AHU,Nov,365543.86
any,1999,1,O'AHU,Dec,365803.17
any,1999,1,MAUI CTY,Jan,186078.87
any,1999,1,MAUI CTY,Feb,204589.71
any,1999,1,MAUI CTY,Mar,217026.61
any,1999,1,MAUI CTY,Apr,193054.54
any,1999,1,MAUI CTY,May,182092.40
any,1999,1,MAUI CTY,Jun,203457.11
any,1999,1,MAUI CTY,Jul,226362.79
any,1999,1,MAUI CTY,Aug,216053.97
any,1999,1,MAUI CTY,Sep,167386.16
any,1999,1,MAUI CTY,Oct,204047.76
any,1999,1,MAUI CTY,Nov,179477.38
any,1999,1,MAUI CTY,Dec,167374.35
any,1999,1,MAUI,Jan,179873.40
any,1999,1,MAUI,Feb,195615.35
any,1999,1,MAUI,Mar,211352.52
any,1999,1,MAUI,Apr,187862.61
any,1999,1,MAUI,May,177249.04
any,1999,1,MAUI,Jun,198092.97
any,1999,1,MAUI,Jul,220481.39
any,1999,1,MAUI,Aug,211973.35
any,1999,1,MAUI,Sep,162943.81
any,1999,1,MAUI,Oct,197444.80
any,1999,1,MAUI,Nov,174380.08
any,1999,1,MAUI,Dec,161664.12
any,1999,1,MOLOKA'I,Jan,6183.83
any,1999,1,MOLOKA'I,Feb,6625.51
any,1999,1,MOLOKA'I,Mar,5579.44
any,1999,1,MOLOKA'I,Apr,5515.22
any,1999,1,MOLOKA'I,May,4939.54
any,1999,1,MOLOKA'I,Jun,6243.59
any,1999,1,MOLOKA'I,Jul,5167.04
any,1999,1,MOLOKA'I,Aug,5459.84
any,1999,1,MOLOKA'I,Sep,4961.95
any,1999,1,MOLOKA'I,Oct,7855.63
any,1999,1,MOLOKA'I,Nov,5169.54
any,1999,1,MOLOKA'I,Dec,5955.62
any,1999,1,LĀNA'I,Jan,7275.45
any,1999,1,LĀNA'I,Feb,11387.73
any,1999,1,LĀNA'I,Mar,8375.24
any,1999,1,LĀNA'I,Apr,8563.44
any,1999,1,LĀNA'I,May,6430.09
any,1999,1,LĀNA'I,Jun,7356.42
any,1999,1,LĀNA'I,Jul,8484.76
any,1999,1,LĀNA'I,Aug,6340.22
any,1999,1,LĀNA'I,Sep,6402.42
any,1999,1,LĀNA'I,Oct,10431.86
any,1999,1,LĀNA'I,Nov,6880.52
any,1999,1,LĀNA'I,Dec,6617.82
any,1999,1,KAUA'I,Jan,79862.15
any,1999,1,KAUA'I,Feb,87418.17
any,1999,1,KAUA'I,Mar,93051.89
any,1999,1,KAUA'I,Apr,88834.28
any,1999,1,KAUA'I,May,87641.56
any,1999,1,KAUA'I,Jun,91201.55
any,1999,1,KAUA'I,Jul,105538.42
any,1999,1,KAUA'I,Aug,100203.49
any,1999,1,KAUA'I,Sep,85030.60
any,1999,1,KAUA'I,Oct,107184.62
any,1999,1,KAUA'I,Nov,86075.30
any,1999,1,KAUA'I,Dec,77246.58
any,1999,1,HAWAI'I ISLAND,Jan,107398.27
any,1999,1,HAWAI'I ISLAND,Feb,109680.28
any,1999,1,HAWAI'I ISLAND,Mar,120691.46
any,1999,1,HAWAI'I ISLAND,Apr,104983.34
any,1999,1,HAWAI'I ISLAND,May,99275.23
any,1999,1,HAWAI'I ISLAND,Jun,107753.65
any,1999,1,HAWAI'I ISLAND,Jul,123917.87
any,1999,1,HAWAI'I ISLAND,Aug,109661.69
any,1999,1,HAWAI'I ISLAND,Sep,94778.24
any,1999,1,HAWAI'I ISLAND,Oct,123641.18
any,1999,1,HAWAI'I ISLAND,Nov,102176.15
any,1999,1,HAWAI'I ISLAND,Dec,103762.43
any,1999,1,HILO,Jan,33529.81
any,1999,1,HILO,Feb,34589.30
any,1999,1,HILO,Mar,41137.44
any,1999,1,HILO,Apr,36791.25
any,1999,1,HILO,May,34709.08
any,1999,1,HILO,Jun,34508.00
any,1999,1,HILO,Jul,41999.95
any,1999,1,HILO,Aug,32782.73
any,1999,1,HILO,Sep,30512.58
any,1999,1,HILO,Oct,40939.81
any,1999,1,HILO,Nov,30765.74
any,1999,1,HILO,Dec,37515.05
any,1999,1,KONA,Jan,90462.20
any,1999,1,KONA,Feb,93641.80
any,1999,1,KONA,Mar,99476.52
any,1999,1,KONA,Apr,88847.56
any,1999,1,KONA,May,81127.43
any,1999,1,KONA,Jun,88881.86
any,1999,1,KONA,Jul,101334.19
any,1999,1,KONA,Aug,91738.60
any,1999,1,KONA,Sep,79737.68
any,1999,1,KONA,Oct,107029.11
any,1999,1,KONA,Nov,88288.00
any,1999,1,KONA,Dec,82959.34
any,2000,1,O'AHU,Jan,353768.28
any,2000,1,O'AHU,Feb,391413.19
any,2000,1,O'AHU,Mar,414299.60
any,2000,1,O'AHU,Apr,374591.41
any,2000,1,O'AHU,May,374502.16
any,2000,1,O'AHU,Jun,426490.70
any,2000,1,O'AHU,Jul,444112.06
any,2000,1,O'AHU,Aug,429434.32
any,2000,1,O'AHU,Sep,371554.95
any,2000,1,O'AHU,Oct,377307.14
any,2000,1,O'AHU,Nov,361412.55
any,2000,1,O'AHU,Dec,400357.34
any,2000,1,MAUI CTY,Jan,162374.94
any,2000,1,MAUI CTY,Feb,196965.55
any,2000,1,MAUI CTY,Mar,214219.77
any,2000,1,MAUI CTY,Apr,197329.70
any,2000,1,MAUI CTY,May,185122.60
any,2000,1,MAUI CTY,Jun,209848.99
any,2000,1,MAUI CTY,Jul,215144.42
any,2000,1,MAUI CTY,Aug,206674.93
any,2000,1,MAUI CTY,Sep,174526.67
any,2000,1,MAUI CTY,Oct,187703.40
any,2000,1,MAUI CTY,Nov,174149.38
any,2000,1,MAUI CTY,Dec,180605.04
any,2000,1,MAUI,Jan,157557.07
any,2000,1,MAUI,Feb,191187.88
any,2000,1,MAUI,Mar,207606.00
any,2000,1,MAUI,Apr,193048.63
any,2000,1,MAUI,May,181380.01
any,2000,1,MAUI,Jun,205354.58
any,2000,1,MAUI,Jul,209572.60
any,2000,1,MAUI,Aug,202531.63
any,2000,1,MAUI,Sep,170679.34
any,2000,1,MAUI,Oct,182715.94
any,2000,1,MAUI,Nov,169616.25
any,2000,1,MAUI,Dec,175002.70
any,2000,1,MOLOKA'I,Jan,4893.98
any,2000,1,MOLOKA'I,Feb,5734.77
any,2000,1,MOLOKA'I,Mar,5806.08
any,2000,1,MOLOKA'I,Apr,4860.93
any,2000,1,MOLOKA'I,May,4281.75
any,2000,1,MOLOKA'I,Jun,5434.42
any,2000,1,MOLOKA'I,Jul,5440.98
any,2000,1,MOLOKA'I,Aug,4829.01
any,2000,1,MOLOKA'I,Sep,4901.99
any,2000,1,MOLOKA'I,Oct,5631.63
any,2000,1,MOLOKA'I,Nov,4782.01
any,2000,1,MOLOKA'I,Dec,7961.21
any,2000,1,LĀNA'I,Jan,5708.87
any,2000,1,LĀNA'I,Feb,7917.73
any,2000,1,LĀNA'I,Mar,7973.70
any,2000,1,LĀNA'I,Apr,7273.35
any,2000,1,LĀNA'I,May,6692.90
any,2000,1,LĀNA'I,Jun,6619.93
any,2000,1,LĀNA'I,Jul,7677.52
any,2000,1,LĀNA'I,Aug,6500.53
any,2000,1,LĀNA'I,Sep,7380.06
any,2000,1,LĀNA'I,Oct,8787.54
any,2000,1,LĀNA'I,Nov,6246.44
any,2000,1,LĀNA'I,Dec,8884.03
any,2000,1,KAUA'I,Jan,75188.21
any,2000,1,KAUA'I,Feb,85256.12
any,2000,1,KAUA'I,Mar,93611.91
any,2000,1,KAUA'I,Apr,89957.55
any,2000,1,KAUA'I,May,91159.13
any,2000,1,KAUA'I,Jun,99137.85
any,2000,1,KAUA'I,Jul,105481.17
any,2000,1,KAUA'I,Aug,97226.82
any,2000,1,KAUA'I,Sep,86041.79
any,2000,1,KAUA'I,Oct,95713.92
any,2000,1,KAUA'I,Nov,71415.06
any,2000,1,KAUA'I,Dec,84631.91
any,2000,1,HAWAI'I ISLAND,Jan,99558.49
any,2000,1,HAWAI'I ISLAND,Feb,108506.44
any,2000,1,HAWAI'I ISLAND,Mar,114242.91
any,2000,1,HAWAI'I ISLAND,Apr,106865.26
any,2000,1,HAWAI'I ISLAND,May,105090.62
any,2000,1,HAWAI'I ISLAND,Jun,110299.41
any,2000,1,HAWAI'I ISLAND,Jul,122845.21
any,2000,1,HAWAI'I ISLAND,Aug,111675.23
any,2000,1,HAWAI'I ISLAND,Sep,91533.75
any,2000,1,HAWAI'I ISLAND,Oct,103278.03
any,2000,1,HAWAI'I ISLAND,Nov,90332.88
any,2000,1,HAWAI'I ISLAND,Dec,103736.28
any,2000,1,HILO,Jan,26317.50
any,2000,1,HILO,Feb,29402.26
any,2000,1,HILO,Mar,30387.32
any,2000,1,HILO,Apr,31518.38
any,2000,1,HILO,May,33123.29
any,2000,1,HILO,Jun,33965.04
any,2000,1,HILO,Jul,36221.09
any,2000,1,HILO,Aug,34442.06
any,2000,1,HILO,Sep,26073.33
any,2000,1,HILO,Oct,30667.32
any,2000,1,HILO,Nov,23599.27
any,2000,1,HILO,Dec,34478.32
any,2000,1,KONA,Jan,85593.39
any,2000,1,KONA,Feb,95494.97
any,2000,1,KONA,Mar,100407.14
any,2000,1,KONA,Apr,93221.26
any,2000,1,KONA,May,90245.54
any,2000,1,KONA,Jun,94395.08
any,2000,1,KONA,Jul,104965.03
any,2000,1,KONA,Aug,97313.69
any,2000,1,KONA,Sep,80290.91
any,2000,1,KONA,Oct,91181.07
any,2000,1,KONA,Nov,78963.89
any,2000,1,KONA,Dec,89330.50
any,2001,1,O'AHU,Jan,381725.83
any,2001,1,O'AHU,Feb,375680.39
any,2001,1,O'AHU,Mar,407230.28
any,2001,1,O'AHU,Apr,360598.46
any,2001,1,O'AHU,May,360930.04
any,2001,1,O'AHU,Jun,408606.61
any,2001,1,O'AHU,Jul,438972.32
any,2001,1,O'AHU,Aug,441562.48
any,2001,1,O'AHU,Sep,246722.56
any,2001,1,O'AHU,Oct,262078.32
any,2001,1,O'AHU,Nov,245643.73
any,2001,1,O'AHU,Dec,327784.54
any,2001,1,MAUI CTY,Jan,184770.02
any,2001,1,MAUI CTY,Feb,182565.38
any,2001,1,MAUI CTY,Mar,206193.00
any,2001,1,MAUI CTY,Apr,194186.28
any,2001,1,MAUI CTY,May,170479.74
any,2001,1,MAUI CTY,Jun,202475.89
any,2001,1,MAUI CTY,Jul,215971.51
any,2001,1,MAUI CTY,Aug,208326.22
any,2001,1,MAUI CTY,Sep,114428.41
any,2001,1,MAUI CTY,Oct,132339.42
any,2001,1,MAUI CTY,Nov,142096.35
any,2001,1,MAUI CTY,Dec,150645.56
any,2001,1,MAUI,Jan,177131.82
any,2001,1,MAUI,Feb,177161.15
any,2001,1,MAUI,Mar,199673.85
any,2001,1,MAUI,Apr,189256.07
any,2001,1,MAUI,May,166608.12
any,2001,1,MAUI,Jun,198454.60
any,2001,1,MAUI,Jul,211563.47
any,2001,1,MAUI,Aug,204062.25
any,2001,1,MAUI,Sep,111917.39
any,2001,1,MAUI,Oct,128860.59
any,2001,1,MAUI,Nov,138402.26
any,2001,1,MAUI,Dec,145675.20
any,2001,1,MOLOKA'I,Jan,7665.02
any,2001,1,MOLOKA'I,Feb,6630.10
any,2001,1,MOLOKA'I,Mar,7149.13
any,2001,1,MOLOKA'I,Apr,5095.85
any,2001,1,MOLOKA'I,May,5079.55
any,2001,1,MOLOKA'I,Jun,4880.73
any,2001,1,MOLOKA'I,Jul,9679.41
